 Pais;deaths month;deaths cumulative month;Cases month;cases cumulative month;month;year;year-month;Inflation Rate;inmigracion
Lithuania;290;4059;26154;232854;4;2021;2021-4;4.6;
Luxembourg;57;830;5668;66627;4;2021;2021-4;3.5;
Malta;247;2264;14276;115314;4;2021;2021-4;0.7;
Moldova;5;32;180;2439;4;2021;2021-4;;
Monaco;903;5730;22618;249139;4;2021;2021-4;;
Montenegro;1002;4677;23650;150588;4;2021;2021-4;;
Netherlands;26;413;1299;30171;4;2021;2021-4;2.8;
North Macedonia;220;1465;6577;96660;4;2021;2021-4;3.4;
Norway;582;17153;208745;1460171;4;2021;2021-4;3.9;
Poland;80;736;16894;111359;4;2021;2021-4;5.2;
Portugal;13588;65664;494376;2733708;4;2021;2021-4;0.9;
Romania;122;16952;17221;823321;4;2021;2021-4;4.1;
Russia;4617;31313;105579;1049105;4;2021;2021-4;;
San Marino;10555;108588;242829;4771372;4;2021;2021-4;;
Serbia;11;90;699;5055;4;2021;2021-4;4.0;
Slovakia;1037;6227;94161;679667;4;2021;2021-4;2.8;
Slovenia;1202;12732;44684;707374;4;2021;2021-4;2.0;
Spain;206;4564;24224;237351;4;2021;2021-4;3.0;
Sweden;547;14091;156592;949894;4;2021;2021-4;2.7;
Switzerland;7282;38358;1421796;4629969;4;2021;2021-4;0.5;
Turkey;10386;42518;377924;2030333;4;2021;2021-4;19.6;
Ukraine;0;0;0;26;4;2021;2021-4;;
United Kingdom;289;2129;16061;104042;4;2021;2021-4;;
Albania;72;2450;1772;132309;5;2021;2021-5;;
Andorra;3;127;644;13727;5;2021;2021-5;;
Armenia;398;4438;9201;222670;5;2021;2021-5;;
Austria;445;10394;34610;638292;5;2021;2021-5;;
Azerbaijan;505;4907;20052;333864;5;2021;2021-5;;
Belarus;876;24759;85585;1058120;5;2021;2021-5;;
Belgium;1798;17657;21121;418221;5;2021;2021-5;3.2;
Bosnia And Herzegovina;952;9215;8187;203978;5;2021;2021-5;;
Bulgaria;349;2851;40593;394439;5;2021;2021-5;2.8;
Croatia;290;10205;42789;691636;5;2021;2021-5;2.7;
Cyprus;71;461;10094;71549;5;2021;2021-5;2.3;
Czechia;920;30349;41188;1663230;5;2021;2021-5;3.3;
Denmark;5823;90924;379252;3679340;5;2021;2021-5;1.9;
Estonia;41;2125;30589;236210;5;2021;2021-5;4.5;
Faroe Islands;1737;82072;192848;3714073;5;2021;2021-5;;
Finland;105;1246;8896;129405;5;2021;2021-5;;
France;103;1232;6445;91276;5;2021;2021-5;2.1;
Georgia;6679;122230;489097;5658721;5;2021;2021-5;;
Germany;0;1;55;718;5;2021;2021-5;3.2;
Gibraltar;344;128305;86530;4576089;5;2021;2021-5;;
Greece;730;4773;39691;343963;5;2021;2021-5;0.6;
Guernsey;0;14;1;823;5;2021;2021-5;;
Holy See;0;94;10;4293;5;2021;2021-5;;
Hungary;1978;12101;68492;410044;5;2021;2021-5;5.2;
Iceland;1160;8014;33515;356134;5;2021;2021-5;3.7;
Ireland;1882;28589;33153;804619;5;2021;2021-5;2.4;
Isle Of Man;0;29;6;1593;5;2021;2021-5;;
Italy;51;4757;14796;261786;5;2021;2021-5;1.9;
Jersey;1;30;156;6572;5;2021;2021-5;;
Kosovo;5826;127916;239447;4229190;5;2021;2021-5;;
Latvia;0;69;10;3243;5;2021;2021-5;3.2;
Liechtenstein;1;58;128;3016;5;2021;2021-5;;
Lithuania;294;4353;30562;263416;5;2021;2021-5;4.6;
Luxembourg;41;871;3919;70546;5;2021;2021-5;3.5;
Malta;295;2559;17782;133096;5;2021;2021-5;0.7;
Moldova;0;32;65;2504;5;2021;2021-5;;
Monaco;374;6104;6006;255145;5;2021;2021-5;;
Montenegro;736;5413;4684;155272;5;2021;2021-5;;
Netherlands;6;419;359;30530;5;2021;2021-5;2.8;
North Macedonia;118;1583;2945;99605;5;2021;2021-5;3.4;
Norway;505;17658;186287;1646458;5;2021;2021-5;3.9;
Poland;47;783;14004;125363;5;2021;2021-5;5.2;
Portugal;8384;74048;110428;2844136;5;2021;2021-5;0.9;
Romania;59;17011;18232;841553;5;2021;2021-5;4.1;
Russia;2602;33915;29425;1078530;5;2021;2021-5;;
San Marino;12913;121501;300545;5071917;5;2021;2021-5;;
Serbia;0;90;35;5090;5;2021;2021-5;4.0;
Slovakia;627;6854;32557;712224;5;2021;2021-5;2.8;
Slovenia;472;13204;19879;727253;5;2021;2021-5;2.0;
Spain;150;4714;16462;253813;5;2021;2021-5;3.0;
Sweden;450;14541;121042;1070936;5;2021;2021-5;2.7;
Switzerland;9047;47405;612942;5242911;5;2021;2021-5;0.5;
Turkey;8018;50536;172161;2202494;5;2021;2021-5;19.6;
Ukraine;0;0;0;26;5;2021;2021-5;;
United Kingdom;115;2244;3363;107405;5;2021;2021-5;;
Albania;6;2456;203;132512;6;2021;2021-6;;
Andorra;0;127;155;13882;6;2021;2021-6;;
Armenia;72;4510;2181;224851;6;2021;2021-6;;
Austria;82;10476;5790;644082;6;2021;2021-6;;
Azerbaijan;61;4968;1972;335836;6;2021;2021-6;;
Belarus;198;24957;19748;1077868;6;2021;2021-6;;
Belgium;370;18027;3294;421515;6;2021;2021-6;3.2;
Bosnia And Herzegovina;425;9640;1006;204984;6;2021;2021-6;;
Bulgaria;271;3122;21341;415780;6;2021;2021-6;2.8;
Croatia;84;10289;7983;699619;6;2021;2021-6;2.7;
Cyprus;21;482;2587;74136;6;2021;2021-6;2.3;
Czechia;88;30437;5430;1668660;6;2021;2021-6;3.3;
Denmark;1149;92073;46888;3726228;6;2021;2021-6;1.9;
Estonia;16;2141;11472;247682;6;2021;2021-6;4.5;
Faroe Islands;599;82671;106051;3820124;6;2021;2021-6;;
Finland;16;1262;1439;130844;6;2021;2021-6;;
France;47;1279;2709;93985;6;2021;2021-6;2.1;
Georgia;1588;123818;108552;5767273;6;2021;2021-6;;
Germany;0;1;54;772;6;2021;2021-6;3.2;
Gibraltar;362;128667;286378;4862467;6;2021;2021-6;;
Greece;502;5275;19911;363874;6;2021;2021-6;0.6;
Guernsey;0;14;12;835;6;2021;2021-6;;
Holy See;0;94;52;4345;6;2021;2021-6;;
Hungary;589;12690;18069;428113;6;2021;2021-6;5.2;
Iceland;186;8200;3511;359645;6;2021;2021-6;3.7;
Ireland;192;28781;3504;808123;6;2021;2021-6;2.4;
Isle Of Man;0;29;18;1611;6;2021;2021-6;;
Italy;18;4775;9159;270945;6;2021;2021-6;1.9;
Jersey;0;30;66;6638;6;2021;2021-6;;
Kosovo;1050;128966;40580;4269770;6;2021;2021-6;;
Latvia;0;69;213;3456;6;2021;2021-6;3.2;
Liechtenstein;1;59;21;3037;6;2021;2021-6;;
Lithuania;64;4417;4042;267458;6;2021;2021-6;4.6;
Luxembourg;9;880;846;71392;6;2021;2021-6;3.5;
Malta;124;2683;4112;137208;6;2021;2021-6;0.7;
Moldova;1;33;67;2571;6;2021;2021-6;;
Monaco;80;6184;1414;256559;6;2021;2021-6;;
Montenegro;71;5484;401;155673;6;2021;2021-6;;
Netherlands;1;420;73;30603;6;2021;2021-6;2.8;
North Macedonia;26;1609;585;100190;6;2021;2021-6;3.4;
Norway;102;17760;36413;1682871;6;2021;2021-6;3.9;
Poland;9;792;5609;130972;6;2021;2021-6;5.2;
Portugal;1253;75301;7266;2851402;6;2021;2021-6;0.9;
Romania;63;17074;27124;868677;6;2021;2021-6;4.1;
Russia;348;34263;2934;1081464;6;2021;2021-6;;
San Marino;12392;133893;401024;5472941;6;2021;2021-6;;
Serbia;0;90;2;5092;6;2021;2021-6;4.0;
Slovakia;177;7031;4077;716301;6;2021;2021-6;2.8;
Slovenia;83;13287;3357;730610;6;2021;2021-6;2.0;
Spain;49;4763;3527;257340;6;2021;2021-6;3.0;
Sweden;87;14628;18319;1089255;6;2021;2021-6;2.7;
Switzerland;2171;49576;166116;5409027;6;2021;2021-6;0.5;
Turkey;1759;52295;31787;2234281;6;2021;2021-6;19.6;
Ukraine;0;0;0;26;6;2021;2021-6;;
United Kingdom;14;2258;334;107739;6;2021;2021-6;;
Albania;0;2456;345;132857;7;2021;2021-7;;
Andorra;0;127;695;14577;7;2021;2021-7;;
Armenia;80;4590;4059;228910;7;2021;2021-7;;
Austria;20;10496;6452;650534;7;2021;2021-7;;
Azerbaijan;38;5006;4607;340443;7;2021;2021-7;;
Belarus;48;25005;31512;1109380;7;2021;2021-7;;
Belgium;166;18193;2114;423629;7;2021;2021-7;3.2;
Bosnia And Herzegovina;35;9675;498;205482;7;2021;2021-7;;
Bulgaria;281;3403;25576;441356;7;2021;2021-7;2.8;
Croatia;43;10332;11618;711237;7;2021;2021-7;2.7;
Cyprus;32;514;25964;100100;7;2021;2021-7;2.3;
Czechia;16;30453;5343;1674003;7;2021;2021-7;3.3;
Denmark;287;92360;31717;3757945;7;2021;2021-7;1.9;
Estonia;10;2151;19424;267106;7;2021;2021-7;4.5;
Faroe Islands;733;83404;576892;4397016;7;2021;2021-7;;
Finland;2;1264;1548;132392;7;2021;2021-7;;
France;44;1323;8053;102038;7;2021;2021-7;2.1;
Georgia;645;124463;215317;5982590;7;2021;2021-7;;
Germany;0;1;201;973;7;2021;2021-7;3.2;
Gibraltar;1282;129949;990641;5853108;7;2021;2021-7;;
Greece;439;5714;40149;404023;7;2021;2021-7;0.6;
Guernsey;1;15;94;929;7;2021;2021-7;;
Holy See;0;94;454;4799;7;2021;2021-7;;
Hungary;229;12919;54857;482970;7;2021;2021-7;5.2;
Iceland;45;8245;2969;362614;7;2021;2021-7;3.7;
Ireland;27;28808;1220;809343;7;2021;2021-7;2.4;
Isle Of Man;0;29;2583;4194;7;2021;2021-7;;
Italy;20;4795;22135;293080;7;2021;2021-7;1.9;
Jersey;0;30;659;7297;7;2021;2021-7;;
Kosovo;326;129292;64829;4334599;7;2021;2021-7;;
Latvia;0;69;4403;7859;7;2021;2021-7;3.2;
Liechtenstein;0;59;41;3078;7;2021;2021-7;;
Lithuania;17;4434;2272;269730;7;2021;2021-7;4.6;
Luxembourg;13;893;3235;74627;7;2021;2021-7;3.5;
Malta;30;2713;1271;138479;7;2021;2021-7;0.7;
Moldova;0;33;214;2785;7;2021;2021-7;;
Monaco;59;6243;2065;258624;7;2021;2021-7;;
Montenegro;7;5491;413;156086;7;2021;2021-7;;
Netherlands;1;421;3062;33665;7;2021;2021-7;2.8;
North Macedonia;15;1624;940;101130;7;2021;2021-7;3.4;
Norway;61;17821;159997;1842868;7;2021;2021-7;3.9;
Poland;7;799;5170;136142;7;2021;2021-7;5.2;
Portugal;267;75568;2546;2853948;7;2021;2021-7;0.9;
Romania;218;17292;83287;951964;7;2021;2021-7;4.1;
Russia;67;34330;1737;1083201;7;2021;2021-7;;
San Marino;20708;154601;676839;6149780;7;2021;2021-7;;
Serbia;0;90;24;5116;7;2021;2021-7;4.0;
Slovakia;73;7104;3811;720112;7;2021;2021-7;2.8;
Slovenia;20;13307;996;731606;7;2021;2021-7;2.0;
Spain;10;4773;1414;258754;7;2021;2021-7;3.0;
Sweden;16;14644;7928;1097183;7;2021;2021-7;2.7;
Switzerland;1303;50879;178351;5587378;7;2021;2021-7;0.5;
Turkey;554;52849;14382;2248663;7;2021;2021-7;19.6;
Ukraine;0;0;0;26;7;2021;2021-7;;
United Kingdom;7;2265;278;108017;7;2021;2021-7;;
Albania;36;2492;11990;144847;8;2021;2021-8;;
Andorra;3;130;455;15032;8;2021;2021-8;;
Armenia;240;4830;12701;241611;8;2021;2021-8;;
Austria;55;10551;30320;680854;8;2021;2021-8;;
Azerbaijan;547;5553;77553;417996;8;2021;2021-8;;
Belarus;139;25144;64824;1174204;8;2021;2021-8;;
Belgium;512;18705;27519;451148;8;2021;2021-8;3.2;
Bosnia And Herzegovina;117;9792;7897;213379;8;2021;2021-8;;
Bulgaria;365;3768;39008;480364;8;2021;2021-8;2.8;
Croatia;100;10432;62346;773583;8;2021;2021-8;2.7;
Cyprus;120;634;15278;115378;8;2021;2021-8;2.3;
Czechia;30;30483;6299;1680302;8;2021;2021-8;3.3;
Denmark;477;92837;184062;3942007;8;2021;2021-8;1.9;
Estonia;38;2189;30452;297558;8;2021;2021-8;4.5;
Faroe Islands;3406;86810;488329;4885345;8;2021;2021-8;;
Finland;19;1283;9106;141498;8;2021;2021-8;;
France;98;1421;23246;125284;8;2021;2021-8;2.1;
Georgia;2759;127222;753251;6735841;8;2021;2021-8;;
Germany;1;2;27;1000;8;2021;2021-8;3.2;
Gibraltar;3436;133385;1069710;6922818;8;2021;2021-8;;
Greece;1537;7251;139095;543118;8;2021;2021-8;0.6;
Guernsey;3;18;308;1237;8;2021;2021-8;;
Holy See;3;97;539;5338;8;2021;2021-8;;
Hungary;792;13711;104716;587686;8;2021;2021-8;5.2;
Iceland;80;8325;10570;373184;8;2021;2021-8;3.7;
Ireland;36;28844;2965;812308;8;2021;2021-8;2.4;
Isle Of Man;0;29;2458;6652;8;2021;2021-8;;
Italy;81;4876;54336;347416;8;2021;2021-8;1.9;
Jersey;3;33;3401;10698;8;2021;2021-8;;
Kosovo;1158;130450;216276;4550875;8;2021;2021-8;;
Latvia;8;77;1431;9290;8;2021;2021-8;3.2;
Liechtenstein;0;59;187;3265;8;2021;2021-8;;
Lithuania;219;4653;16825;286555;8;2021;2021-8;4.6;
Luxembourg;7;900;2497;77124;8;2021;2021-8;3.5;
Malta;28;2741;3838;142317;8;2021;2021-8;0.7;
Moldova;2;35;398;3183;8;2021;2021-8;;
Monaco;151;6394;8364;266988;8;2021;2021-8;;
Montenegro;378;5869;19244;175330;8;2021;2021-8;;
Netherlands;19;440;2421;36086;8;2021;2021-8;2.8;
North Macedonia;92;1716;13234;114364;8;2021;2021-8;3.4;
Norway;213;18034;93289;1936157;8;2021;2021-8;3.9;
Poland;15;814;22245;158387;8;2021;2021-8;5.2;
Portugal;106;75674;6201;2860149;8;2021;2021-8;0.9;
Romania;424;17716;84044;1036008;8;2021;2021-8;4.1;
Russia;289;34619;15529;1098730;8;2021;2021-8;;
San Marino;27036;181637;733047;6882827;8;2021;2021-8;;
Serbia;0;90;205;5321;8;2021;2021-8;4.0;
Slovakia;162;7266;37505;757617;8;2021;2021-8;2.8;
Slovenia;24;13331;2906;734512;8;2021;2021-8;2.0;
Spain;21;4794;7987;266741;8;2021;2021-8;3.0;
Sweden;49;14693;27034;1124217;8;2021;2021-8;2.7;
Switzerland;5334;56213;759503;6346881;8;2021;2021-8;0.5;
Turkey;889;53738;36277;2284940;8;2021;2021-8;19.6;
Ukraine;0;0;0;26;8;2021;2021-8;;
United Kingdom;212;2477;35586;143603;8;2021;2021-8;;
Albania;148;2640;23046;167893;9;2021;2021-9;;
Andorra;0;130;157;15189;9;2021;2021-9;;
Armenia;421;5251;16934;258545;9;2021;2021-9;;
Austria;206;10757;50877;731731;9;2021;2021-9;;
Azerbaijan;904;6457;62847;480843;9;2021;2021-9;;
Belarus;181;25325;55643;1229847;9;2021;2021-9;;
Belgium;1744;20449;41217;492365;9;2021;2021-9;3.2;
Bosnia And Herzegovina;716;10508;18858;232237;9;2021;2021-9;;
Bulgaria;334;4102;51785;532149;9;2021;2021-9;2.8;
Croatia;186;10618;59341;832924;9;2021;2021-9;2.7;
Cyprus;45;679;4063;119441;9;2021;2021-9;2.3;
Czechia;36;30519;10706;1691008;9;2021;2021-9;3.3;
Denmark;1450;94287;261501;4203508;9;2021;2021-9;1.9;
Estonia;62;2251;10884;308442;9;2021;2021-9;4.5;
Faroe Islands;1543;88353;89768;4975113;9;2021;2021-9;;
Finland;58;1341;12423;153921;9;2021;2021-9;;
France;94;1515;12664;137948;9;2021;2021-9;2.1;
Georgia;2269;129491;257030;6992871;9;2021;2021-9;;
Germany;0;2;127;1127;9;2021;2021-9;3.2;
Gibraltar;3818;137203;954893;7877711;9;2021;2021-9;;
Greece;1593;8844;64037;607155;9;2021;2021-9;0.6;
Guernsey;1;19;342;1579;9;2021;2021-9;;
Holy See;0;97;176;5514;9;2021;2021-9;;
Hungary;1016;14727;61552;649238;9;2021;2021-9;5.2;
Iceland;270;8595;26700;399884;9;2021;2021-9;3.7;
Ireland;132;28976;9033;821341;9;2021;2021-9;2.4;
Isle Of Man;22;51;803;7455;9;2021;2021-9;;
Italy;162;5038;38195;385611;9;2021;2021-9;1.9;
Jersey;0;33;1014;11712;9;2021;2021-9;;
Kosovo;1528;131978;125876;4676751;9;2021;2021-9;;
Latvia;1;78;698;9988;9;2021;2021-9;3.2;
Liechtenstein;1;60;181;3446;9;2021;2021-9;;
Lithuania;439;5092;27516;314071;9;2021;2021-9;4.6;
Luxembourg;7;907;2462;79586;9;2021;2021-9;3.5;
Malta;138;2879;12467;154784;9;2021;2021-9;0.7;
Moldova;0;35;120;3303;9;2021;2021-9;;
Monaco;301;6695;22037;289025;9;2021;2021-9;;
Montenegro;725;6594;14557;189887;9;2021;2021-9;;
Netherlands;17;457;1001;37087;9;2021;2021-9;2.8;
North Macedonia;179;1895;15284;129648;9;2021;2021-9;3.4;
Norway;143;18177;60007;1996164;9;2021;2021-9;3.9;
Poland;36;850;29009;187396;9;2021;2021-9;5.2;
Portugal;229;75903;15272;2875421;9;2021;2021-9;0.9;
Romania;224;17940;34757;1070765;9;2021;2021-9;4.1;
Russia;2140;36759;105471;1204201;9;2021;2021-9;;
San Marino;22263;203900;538086;7420913;9;2021;2021-9;;
Serbia;1;91;107;5428;9;2021;2021-9;4.0;
Slovakia;785;8051;153449;911066;9;2021;2021-9;2.8;
Slovenia;129;13460;16266;750778;9;2021;2021-9;2.0;
Spain;110;4904;23327;290068;9;2021;2021-9;3.0;
Sweden;168;14861;25769;1149986;9;2021;2021-9;2.7;
Switzerland;6725;62938;666758;7013639;9;2021;2021-9;0.5;
Turkey;1982;55720;110464;2395404;9;2021;2021-9;19.6;
Ukraine;0;0;0;26;9;2021;2021-9;;
United Kingdom;462;2939;16290;159893;9;2021;2021-9;;
Albania;284;2924;17407;185300;10;2021;2021-10;;
Andorra;0;130;327;15516;10;2021;2021-10;;
Armenia;1128;6379;50852;309397;10;2021;2021-10;;
Austria;358;11115;99167;830898;10;2021;2021-10;;
Azerbaijan;617;7074;50527;531370;10;2021;2021-10;;
Belarus;466;25791;145932;1375779;10;2021;2021-10;;
Belgium;3469;23918;108670;601035;10;2021;2021-10;3.2;
Bosnia And Herzegovina;1099;11607;22111;254348;10;2021;2021-10;;
Bulgaria;544;4646;69909;602058;10;2021;2021-10;2.8;
Croatia;199;10817;40486;873410;10;2021;2021-10;2.7;
Cyprus;27;706;4234;123675;10;2021;2021-10;2.3;
Czechia;345;30864;76075;1767083;10;2021;2021-10;3.3;
Denmark;2714;97001;414585;4618093;10;2021;2021-10;1.9;
Estonia;72;2323;32716;341158;10;2021;2021-10;4.5;
Faroe Islands;669;89022;58938;5034051;10;2021;2021-10;;
Finland;190;1531;41481;195402;10;2021;2021-10;;
France;176;1691;19582;157530;10;2021;2021-10;2.1;
Georgia;1222;130713;171630;7164501;10;2021;2021-10;;
Germany;1;3;1085;2212;10;2021;2021-10;3.2;
Gibraltar;4687;141890;1415848;9293559;10;2021;2021-10;;
Greece;1245;10089;114233;721388;10;2021;2021-10;0.6;
Guernsey;1;20;591;2170;10;2021;2021-10;;
Holy See;1;98;478;5992;10;2021;2021-10;;
Hungary;1286;16013;96989;746227;10;2021;2021-10;5.2;
Iceland;625;9220;70457;470341;10;2021;2021-10;3.7;
Ireland;853;29829;53369;874710;10;2021;2021-10;2.4;
Isle Of Man;6;57;2283;9738;10;2021;2021-10;;
Italy;226;5264;62744;448355;10;2021;2021-10;1.9;
Jersey;1;34;2019;13731;10;2021;2021-10;;
Kosovo;1260;133238;114889;4791640;10;2021;2021-10;;
Latvia;2;80;1165;11153;10;2021;2021-10;3.2;
Liechtenstein;1;61;133;3579;10;2021;2021-10;;
Lithuania;983;6075;80323;394394;10;2021;2021-10;4.6;
Luxembourg;8;915;4491;84077;10;2021;2021-10;3.5;
Malta;740;3619;64353;219137;10;2021;2021-10;0.7;
Moldova;1;36;113;3416;10;2021;2021-10;;
Monaco;1095;7790;48743;337768;10;2021;2021-10;;
Montenegro;538;7132;12665;202552;10;2021;2021-10;;
Netherlands;4;461;565;37652;10;2021;2021-10;2.8;
North Macedonia;208;2103;14666;144314;10;2021;2021-10;3.4;
Norway;318;18495;135490;2131654;10;2021;2021-10;3.9;
Poland;50;900;20738;208134;10;2021;2021-10;5.2;
Portugal;1441;77344;126503;3001924;10;2021;2021-10;0.9;
Romania;208;18148;25601;1096366;10;2021;2021-10;4.1;
Russia;12802;49561;455789;1659990;10;2021;2021-10;;
San Marino;34638;238538;1092877;8513790;10;2021;2021-10;;
Serbia;1;92;119;5547;10;2021;2021-10;4.0;
Slovakia;1904;9955;231683;1142749;10;2021;2021-10;2.8;
Slovenia;659;14119;88463;839241;10;2021;2021-10;2.0;
Spain;265;5169;47174;337242;10;2021;2021-10;3.0;
Sweden;173;15034;23541;1173527;10;2021;2021-10;2.7;
Switzerland;7472;70410;995401;8009040;10;2021;2021-10;0.5;
Turkey;12307;68027;540834;2936238;10;2021;2021-10;19.6;
Ukraine;0;0;0;26;10;2021;2021-10;;
United Kingdom;38;2977;874;160767;10;2021;2021-10;;
Albania;165;3089;14255;199555;11;2021;2021-11;;
Andorra;1;131;1599;17115;11;2021;2021-11;;
Armenia;1156;7535;28723;338120;11;2021;2021-11;;
Austria;1110;12225;315287;1146185;11;2021;2021-11;;
Azerbaijan;733;7807;54413;585783;11;2021;2021-11;;
Belarus;906;26697;370322;1746101;11;2021;2021-11;;
Belgium;4125;28043;87593;688628;11;2021;2021-11;3.2;
Bosnia And Herzegovina;948;12555;19871;274219;11;2021;2021-11;;
Bulgaria;421;5067;51265;653323;11;2021;2021-11;2.8;
Croatia;309;11126;132817;1006227;11;2021;2021-11;2.7;
Cyprus;11;717;8531;132206;11;2021;2021-11;2.3;
Czechia;2219;33083;366698;2133781;11;2021;2021-11;3.3;
Denmark;7267;104268;1204053;5822146;11;2021;2021-11;1.9;
Estonia;158;2481;91716;432874;11;2021;2021-11;4.5;
Faroe Islands;584;89606;141340;5175391;11;2021;2021-11;;
Finland;180;1711;16157;211559;11;2021;2021-11;;
France;227;1918;26531;184061;11;2021;2021-11;2.1;
Georgia;1309;132022;437919;7602420;11;2021;2021-11;;
Germany;10;13;1341;3553;11;2021;2021-11;3.2;
Gibraltar;3971;145861;1117300;10410859;11;2021;2021-11;;
Greece;1885;11974;119205;840593;11;2021;2021-11;0.6;
Guernsey;3;23;1762;3932;11;2021;2021-11;;
Holy See;0;98;1187;7179;11;2021;2021-11;;
Hungary;2033;18046;181742;927969;11;2021;2021-11;5.2;
Iceland;1539;10759;132968;603309;11;2021;2021-11;3.7;
Ireland;3769;33598;222089;1096799;11;2021;2021-11;2.4;
Isle Of Man;9;66;1156;10894;11;2021;2021-11;;
Italy;191;5455;116192;564547;11;2021;2021-11;1.9;
Jersey;1;35;4035;17766;11;2021;2021-11;;
Kosovo;1647;134885;249306;5040946;11;2021;2021-11;;
Latvia;1;81;2799;13952;11;2021;2021-11;3.2;
Liechtenstein;0;61;987;4566;11;2021;2021-11;;
Lithuania;1400;7475;116827;511221;11;2021;2021-11;4.6;
Luxembourg;25;940;7384;91461;11;2021;2021-11;3.5;
Malta;849;4468;33274;252411;11;2021;2021-11;0.7;
Moldova;0;36;322;3738;11;2021;2021-11;;
Monaco;1279;9069;24665;362433;11;2021;2021-11;;
Montenegro;415;7547;12457;215009;11;2021;2021-11;;
